IP-Pseudoheader,IP 伪头部,Der IP-Pseudoheader wird bei TCP und UDP in die Prüfsumme einbezogen.（IP 伪头部会参与 TCP 和 UDP 校验和计算。）
IPsec,IP 安全协议,IPsec kann Authentizität und Vertraulichkeit für IP-Pakete bieten.（IPsec 可为 IP 分组提供认证性和保密性。）
IPv4,IPv4 协议,IPv4 verwendet 32 Bit lange Adressen.（IPv4 使用 32 位地址。）
IPv6,IPv6 协议,IPv6 erweitert den Adressraum gegenüber IPv4 erheblich.（IPv6 相比 IPv4 大幅扩展了地址空间。）
ISDN,综合业务数字网,ISDN ist eine ältere digitale Zugangstechnik.（ISDN 是较早的数字接入技术。）
ISN,初始序列号,ISN bezeichnet die initiale Sequenznummer einer TCP-Verbindung.（ISN 表示 TCP 连接的初始序列号。）
ISO/OSI-Referenzmodell,ISO/OSI 参考模型,Das ISO/OSI-Referenzmodell beschreibt Kommunikation mit sieben Schichten.（ISO/OSI 参考模型用七层描述通信系统。）
IT-Sicherheit,信息技术安全,IT-Sicherheit ist auch in Netzarchitekturen ein zentrales Thema.（IT 安全也是网络体系结构中的核心议题。）
ITU,国际电信联盟,Die ITU standardisiert viele Telekommunikationstechniken.（ITU 标准化许多电信技术。）
IWU,互联单元,Eine IWU kann Aufgaben an der Grenze zwischen Subnetzen übernehmen.（IWU 可承担子网边界处的互联任务。）
Jam-Signal,阻塞信号,Ein Jam-Signal macht bei CSMA/CD eine erkannte Kollision sichtbar.（阻塞信号在 CSMA/CD 中通知检测到冲突。）
JPEG,JPEG 图像编码,JPEG verwendet Transformation und Quantisierung zur Bildkompression.（JPEG 使用变换和量化进行图像压缩。）
Kanal,信道,Ein Kanal überträgt Signale zwischen Kommunikationspartnern.（信道在通信伙伴之间传递信号。）
KISS-Prinzip,KISS 原则,Das KISS-Prinzip fordert möglichst einfache Systementwürfe.（KISS 原则要求系统设计尽量简单。）
Knoten,节点,Ein Knoten kann Pakete empfangen verarbeiten und weiterleiten.（节点可以接收、处理并转发分组。）
Kollision,冲突,Eine Kollision entsteht wenn mehrere Stationen gleichzeitig senden.（多个站点同时发送时会发生冲突。）
Kollisionsdomäne,冲突域,Eine Kollisionsdomäne umfasst Stationen deren Übertragungen kollidieren können.（冲突域包含传输可能互相冲突的站点。）
Kollisionserkennung,冲突检测,Kollisionserkennung stellt fest ob eine Übertragung gestört wurde.（冲突检测判断一次传输是否受到冲突干扰。）
Kommunikations-Middleware,通信中间件,Kommunikations-Middleware kapselt Details der Netzkommunikation.（通信中间件封装网络通信细节。）
Kommunikationssteuerungsschicht,通信控制层,Die Kommunikationssteuerungsschicht entspricht im OSI-Kontext der Sitzungsschicht.（通信控制层在 OSI 语境中对应会话层。）
Konzeption,构想/设计思路,Die Konzeption eines Protokolls legt Nachrichten und Zustände fest.（协议构想会规定消息和状态。）
Konzeptionelle Sicht,概念视角,Die konzeptionelle Sicht zeigt MACA ohne Implementierungsdetails.（概念视角展示 MACA，而不涉及实现细节。）
Koppelkomponente,互连设备,Koppelkomponenten wie Switches verbinden mehrere LAN-Segmente.（交换机等互连设备连接多个局域网段。）
Kosten-Attribut,代价属性,Ein Kosten-Attribut bewertet Links in Routing-Algorithmen.（代价属性在路由算法中评价链路。）
Kosten-Nutzen-Abwägung,成本收益权衡,Zuverlässigkeit erfordert oft eine Kosten-Nutzen-Abwägung.（可靠性通常需要进行成本收益权衡。）
LAN,局域网,Ein LAN verbindet Geräte in einem lokalen Bereich.（局域网连接本地范围内的设备。）
Lauflängencodierung,游程编码,Lauflängencodierung ersetzt Folgen gleicher Zeichen durch Länge und Wert.（游程编码用长度和值替代连续相同符号。）
Layer,层,Ein Layer bietet Dienste nach oben und nutzt Dienste darunter.（一层向上提供服务并使用下层服务。）
LED,发光二极管,LEDs können als Lichtquellen in Übertragungssystemen dienen.（LED 可作为传输系统中的光源。）
Leitungscodierung,线路编码,Leitungscodierung stellt Bitfolgen durch Signalelemente dar.（线路编码用信号元素表示比特序列。）
Leitungsvermittlung,电路交换,Leitungsvermittlung reserviert Ressourcen für die Dauer einer Verbindung.（电路交换在连接持续期间预留资源。）
Lichtwellenleiter,光纤,Lichtwellenleiter übertragen Daten mit optischen Signalen.（光纤使用光信号传输数据。）
Link,链路,Ein Link verbindet zwei benachbarte Netzkomponenten.（链路连接两个相邻的网络组件。）
Link Adapter,链路适配器,Ein Link Adapter verbindet einen Host mit einem Übertragungsmedium.（链路适配器把主机连接到传输介质。）
Link Control,链路控制,Link Control beschreibt Steuerfunktionen der Sicherungsschicht.（链路控制描述数据链路层的控制功能。）
Link State,链路状态,Link-State-Routing nutzt Informationen über die Topologie des Netzes.（链路状态路由使用网络拓扑信息。）
Link-local,链路本地,Link-local-Adressen gelten nur auf einem einzelnen Link.（链路本地地址只在单条链路上有效。）
Link-State-Routing,链路状态路由,Link-State-Routing verteilt Informationen über Linkkosten und Topologie.（链路状态路由传播链路代价和拓扑信息。）
LISTEN,监听状态,LISTEN zeigt einen Server Socket der auf Verbindungen wartet.（LISTEN 表示服务器套接字正在等待连接。）
LLC,逻辑链路控制,LLC bildet im OSI-Modell einen Teil der Sicherungsschicht.（LLC 是 OSI 模型中数据链路层的一部分。）
Loopback-Adresse,回环地址,Die Loopback-Adresse verweist auf den lokalen Host.（回环地址指向本地主机。）
LOTOS,时序逻辑规范语言,LOTOS kann zur formalen Beschreibung von Protokollen dienen.（LOTOS 可用于协议的形式化描述。）
LSP,链路状态分组,Ein LSP verteilt Link-State-Informationen im Netz.（LSP 在网络中分发链路状态信息。）
LTE,长期演进移动通信,LTE verbindet mobile Endsysteme mit dem Internet.（LTE 把移动端系统连接到互联网。）
LWL,光纤,LWL ist die Abkürzung für Lichtwellenleiter.（LWL 是光纤的德语缩写。）
MAC,介质访问控制,MAC regelt den Zugriff mehrerer Stationen auf ein gemeinsames Medium.（MAC 规定多个站点如何访问共享介质。）
MAC-Adresse,MAC 地址,Eine MAC-Adresse identifiziert eine Netzwerkschnittstelle auf Schicht 2.（MAC 地址在第二层标识网络接口。）
MAC-Feld,MAC 字段,MAC-Felder enthalten Quell- und Zieladressen im Ethernet-Rahmen.（MAC 字段包含以太网帧中的源和目的地址。）
MAC-Port-Paar,MAC-端口对,Ein Switch lernt MAC-Port-Paare aus empfangenen Rahmen.（交换机从收到的帧中学习 MAC-端口对。）
MACA,带冲突避免的多路访问,MACA nutzt RTS und CTS zur Vermeidung von Kollisionen.（MACA 使用 RTS 和 CTS 来避免冲突。）
MACAW,无线 MACA,MACAW erweitert MACA für drahtlose Kommunikation.（MACAW 是面向无线通信的 MACA 扩展。）
man-Page,手册页,Eine man-Page dokumentiert Befehle wie ping oder traceroute.（man 手册页记录 ping 或 traceroute 等命令。）
Manchester-Codierung,曼彻斯特编码,Manchester-Codierung kombiniert Taktrückgewinnung und Datenbits im Signal.（曼彻斯特编码在信号中同时携带时钟恢复信息和数据比特。）
Masquerading,地址伪装,Masquerading verbirgt private Hosts hinter einer öffentlichen Adresse.（地址伪装把私有主机隐藏在一个公共地址之后。）
Maßnahme,措施,Eine Maßnahme gegen Adressknappheit ist Network Address Translation.（应对地址短缺的一项措施是网络地址转换。）
Media Access Control,介质访问控制,Media Access Control ist die ausgeschriebene Form von MAC.（Media Access Control 是 MAC 的全称。）
Medienzugriff,介质访问,Medienzugriff beschreibt wie Stationen ein gemeinsames Medium nutzen.（介质访问描述站点如何使用共享介质。）
Medium,传输介质,Das Medium beeinflusst die Signallaufzeit und mögliche Datenrate.（传输介质影响信号传播时间和可用数据率。）
Message Sequence Chart,消息序列图,Ein Message Sequence Chart beschreibt Nachrichten über die Zeit.（消息序列图按时间描述消息交互。）
Metric,路由度量,Eine Metric bewertet die Kosten eines Pfades.（路由度量用于评价一条路径的代价。）
Middleware,中间件,Middleware kann verteilte Systeme für Nutzer einheitlich erscheinen lassen.（中间件能让分布式系统在用户看来像一个统一系统。）
Modulation,调制,Modulation verändert ein Trägersignal zur Übertragung von Information.（调制通过改变载波信号来传输信息。）
Monomode,单模光纤,Monomode-Lichtwellenleiter führen Licht hauptsächlich in einem Modus.（单模光纤主要以单一模式传导光。）
Motivation,动机,Die Motivation erklärt warum Rechnernetze und verteilte Systeme wichtig sind.（动机部分解释为什么计算机网络与分布式系统重要。）
MPEG,动态图像专家组编码,MPEG-Standards beschreiben Verfahren zur Video- und Audiokompression.（MPEG 标准描述视频和音频压缩方法。）
MSL,报文最大生存期,MSL begrenzt wie lange alte Segmente im Netz bleiben können.（MSL 限制旧报文段在网络中可能存在的最长时间。）
MSS,最大报文段大小,MSS bezeichnet die maximale Nutzdatenmenge in einem TCP-Segment.（MSS 表示一个 TCP 报文段中的最大用户数据量。）
MTU,最大传输单元,Die MTU begrenzt die Größe einer übertragbaren Einheit auf einem Link.（MTU 限制链路上可传输数据单元的最大大小。）
Multicast,组播,Multicast adressiert eine Gruppe von Empfängern.（组播面向一组接收方寻址。）
Multicast-Adresse,组播地址,Eine Multicast-Adresse identifiziert eine Empfängergruppe.（组播地址标识一个接收方组。）
Multimode,多模光纤,Multimode-Lichtwellenleiter erlauben mehrere Ausbreitungsmoden.（多模光纤允许多个传播模式。）
Multiplexing,复用,Multiplexing erlaubt mehreren Anwendungen die gemeinsame Nutzung eines Dienstes.（复用允许多个应用共享同一服务。）
N-ICI,N 层接口控制信息,N-ICI bezeichnet Schnittstellenkontrollinformation auf Schicht N.（N-ICI 表示第 N 层接口控制信息。）
N-IDU,N 层接口数据单元,N-IDU besteht aus N-ICI und N-ID an einer Schichtgrenze.（N-IDU 由层边界处的 N-ICI 和 N-ID 组成。）
N-PDU,N 层协议数据单元,Eine N-PDU ist die Protokolldateneinheit der Schicht N.（N-PDU 是第 N 层协议数据单元。）
N-SDU,N 层服务数据单元,Eine N-SDU wird von einer höheren Schicht an Schicht N übergeben.（N-SDU 由上层交给第 N 层处理。）
Nachbarknoten,邻居节点,Routingverfahren tauschen Informationen oft mit Nachbarknoten aus.（路由方法常与邻居节点交换信息。）
Nachrichtenvermittlung,报文交换,Nachrichtenvermittlung speichert ganze Nachrichten vor dem Weiterleiten.（报文交换在转发前存储整条消息。）
NAK,否认确认,NAK signalisiert dass eine Nachricht nicht korrekt empfangen wurde.（NAK 表示消息未被正确接收。）
Name,名称,Ein Name ist für Menschen leichter zu merken als eine Adresse.（名称比地址更便于人记忆。）
Namensauflösung,名称解析,Namensauflösung bildet einen Namen auf eine Adresse ab.（名称解析把名称映射到地址。）
NAT,网络地址转换,NAT ersetzt private Quelladressen durch eine öffentliche Adresse.（NAT 把私有源地址替换为公共地址。）
NCP,网络控制协议,NCP war ein frühes Protokoll im ARPANET.（NCP 是 ARPANET 早期协议。）
Net ID,网络号,Die Net ID beschreibt den Netzanteil einer IP-Adresse.（网络号表示 IP 地址中的网络部分。）
Network Address Translation,网络地址转换,Network Address Translation ist die ausgeschriebene Form von NAT.（Network Address Translation 是 NAT 的全称。）
Network Control Protocol,网络控制协议,Network Control Protocol bezeichnet NCP im historischen ARPANET-Kontext.（Network Control Protocol 指历史 ARPANET 语境中的 NCP。）
Network Layer,网络层,Der Network Layer entscheidet über Weiterleitung und Routing.（网络层负责转发和路由选择。）
Network Working Group,网络工作组,Die Network Working Group erstellte frühe Internet-Protokolldokumente.（Network Working Group 编写了早期互联网协议文档。）
Netzanschluss,网络接入,Der Netzanschluss verbindet ein Endsystem mit dem Kommunikationsnetz.（网络接入把端系统连接到通信网络。）
Netzverzögerung,网络时延,Netzverzögerung beeinflusst die Dauer von Handshake und Datenübertragung.（网络时延影响握手和数据传输的耗时。）
Netzwerkadresse,网络地址,Eine Netzwerkadresse beschreibt den Anfang eines Adressblocks.（网络地址表示一个地址块的起始地址。）
Netzwerkkarte,网卡,Eine Netzwerkkarte verbindet ein Endsystem mit dem lokalen Netz.（网卡把端系统连接到本地网络。）
Netzwerkschnittstelle,网络接口,Eine Netzwerkschnittstelle benötigt eine eigene IP-Adresse.（网络接口需要自己的 IP 地址。）
Next Hop,下一跳,Der Next Hop ist der nächste Router auf dem Weg zum Ziel.（下一跳是通往目标路径上的下一个路由器。）
NIC,网络接口卡,NIC steht für Network Interface Card.（NIC 表示网络接口卡。）
NRZ,不归零编码,NRZ ist ein einfaches Leitungscodierungsverfahren.（NRZ 是一种简单的线路编码方法。）
NTP,网络时间协议,NTP synchronisiert Uhren über ein Netzwerk.（NTP 通过网络同步时钟。）
Nutzdaten,用户数据,Nutzdaten sind die eigentlichen Daten oberhalb der Steuerinformation.（用户数据是控制信息之外真正要传输的数据。）
Oktalsystem,八进制系统,Das Oktalsystem verwendet die Ziffern 0 bis 7.（八进制系统使用数字 0 到 7。）
Open Shortest Path First,开放式最短路径优先,Open Shortest Path First ist die ausgeschriebene Form von OSPF.（Open Shortest Path First 是 OSPF 的全称。）
Open System Interconnection,开放系统互连,Open System Interconnection ist die ausgeschriebene Bedeutung von OSI.（Open System Interconnection 是 OSI 的全称含义。）
Options-Feld,选项字段,Das Options-Feld kann zusätzliche TCP-Informationen enthalten.（选项字段可包含额外 TCP 信息。）
Organisatorisches,课程组织事项,Organisatorisches umfasst Moodle Übungen Abgabe und Klausurinformationen.（课程组织事项包括 Moodle、习题、提交和考试信息。）
OSI-Modell,OSI 模型,Das OSI-Modell strukturiert Kommunikation in sieben Schichten.（OSI 模型把通信划分为七层。）
OSI-Schichtenmodell,OSI 分层模型,Das OSI-Schichtenmodell trennt Dienste Protokolle und Schnittstellen.（OSI 分层模型区分服务、协议和接口。）
OSPF,开放式最短路径优先协议,OSPF ist ein Link-State-Protokoll innerhalb autonomer Systeme.（OSPF 是自治系统内部的链路状态协议。）
Packet Loss,分组丢失,Packet Loss kann TCP zur Verringerung der Senderate veranlassen.（分组丢失可能促使 TCP 降低发送速率。）
Paket,分组/包,Ein Paket trägt Nutzdaten und Headerinformationen durch das Netz.（分组携带用户数据和头部信息穿过网络。）
Paketverlust,丢包,Paketverlust kann durch Überlastung oder Übertragungsfehler entstehen.（丢包可能由过载或传输错误导致。）
Paketvermittlung,分组交换,Paketvermittlung überträgt Nachrichten in einzelnen Paketen.（分组交换把消息拆成独立分组传输。）
Parität,奇偶校验,Parität nutzt die Anzahl der Einsen zur einfachen Fehlererkennung.（奇偶校验利用 1 的个数进行简单错误检测。）
Paritätsbit,奇偶校验位,Ein Paritätsbit wird an Daten angehängt um Fehler zu erkennen.（奇偶校验位附加在数据后用于检测错误。）
Paritätsmatrix,奇偶校验矩阵,Eine Paritätsmatrix kann mehrere Bitfehler besser lokalisieren.（奇偶校验矩阵能更好定位多个比特错误。）
Paritätsprüfung,奇偶校验检查,Paritätsprüfung erkennt Fehler mit ungerader Anzahl veränderter Bits.（奇偶校验检查能发现奇数个比特错误。）
PAWS,防止序列号回绕机制,PAWS nutzt Zeitstempel um alte TCP-Segmente zu erkennen.（PAWS 使用时间戳识别旧 TCP 报文段。）
Payload,载荷,Payload bezeichnet den Nutzdatenanteil einer Protokolleinheit.（载荷表示协议单元中的用户数据部分。）
PCI,协议控制信息,PCI enthält die Steuerinformation einer Protokollinstanz.（PCI 包含协议实例的控制信息。）
PCM,脉冲编码调制,PCM tastet analoge Signale ab und quantisiert sie digital.（PCM 对模拟信号采样并数字量化。）
PDU,协议数据单元,Eine PDU besteht aus PCI und Nutzdaten einer Schicht.（PDU 由某层的协议控制信息和用户数据组成。）
Peer-Entity,对等实体,Peer-Entities kommunizieren logisch auf derselben Schicht.（对等实体在同一层进行逻辑通信。）
Peer-Entität,对等实体,Eine Peer-Entität kommuniziert logisch mit einer Instanz derselben Schicht.（对等实体与同层实例进行逻辑通信。）
Petri-Netz,Petri 网,Petri-Netze können Abläufe in Protokollen modellieren.（Petri 网可建模协议流程。）
PHY,物理层实体,PHY bezeichnet die physikalische Schicht oder deren Implementierung.（PHY 表示物理层或其实现。）
Physical Layer,物理层,Der Physical Layer beschreibt Signale und Bitübertragung über Medien.（物理层描述信号以及介质上的比特传输。）
Pin-Belegung,引脚分配,Pin-Belegung beschreibt die Funktion einzelner Kontakte einer Schnittstelle.（引脚分配描述接口各触点的功能。）
POP,邮局协议,POP ist ein Protokoll zum Abrufen von E-Mails.（POP 是用于收取电子邮件的协议。）
Port,端口,Ein Port adressiert einen Dienst auf einem Host.（端口用于寻址主机上的某个服务。）
Port-Steuer-Info,端口控制信息,Port-Steuer-Info kann einen Dienstzugriff näher bestimmen.（端口控制信息可进一步确定服务访问。）
PPP,点对点协议,PPP wird für Punkt-zu-Punkt-Verbindungen auf der Netzanschlussschicht genutzt.（PPP 用于网络接入层的点对点连接。）
Presentation Layer,表示层,Presentation Layer ist die englische Bezeichnung der OSI-Darstellungsschicht.（Presentation Layer 是 OSI 表示层的英文名称。）
Protocol-Spalte,协议列,Die Protocol-Spalte in Wireshark zeigt den erkannten Protokolltyp.（Wireshark 的协议列显示识别出的协议类型。）
Protokoll,协议,Ein Protokoll legt Format Reihenfolge und Bedeutung von Nachrichten fest.（协议规定消息的格式、顺序和语义。）
Protokoll-Dateneinheit,协议数据单元,Protokoll-Dateneinheit ist die deutsche Langform von PDU.（Protokoll-Dateneinheit 是 PDU 的德语全称。）
Protokoll-Steuer-Information,协议控制信息,Protokoll-Steuer-Information ist die deutsche Langform von PCI.（Protokoll-Steuer-Information 是 PCI 的德语全称。）
Protokollinstanz,协议实例,Eine Protokollinstanz implementiert ein Protokoll in einem System.（协议实例是在系统中实现某协议的实体。）
Protokollschichtung,协议分层,Protokollschichtung reduziert Komplexität durch klare Zuständigkeiten.（协议分层通过清晰职责划分降低复杂性。）
Präambel,前导码,Die Ethernet-Präambel synchronisiert Empfänger vor dem eigentlichen Rahmen.（以太网前导码在真正帧内容前同步接收方。）
Prädiktion,预测编码,Prädiktion kann bei Quellencodierung Redundanz reduzieren.（预测可在信源编码中减少冗余。）
Präfix-Notation,前缀表示法,CIDR nutzt Präfix-Notation wie 192.168.0.0/24.（CIDR 使用 192.168.0.0/24 这样的前缀表示法。）
PSH,TCP 推送标志,PSH fordert eine zügige Weitergabe der Daten an die Anwendung.（PSH 要求尽快把数据交给应用。）
PSK,相移键控,PSK moduliert Information über die Phase eines Trägersignals.（PSK 通过载波相位调制信息。）
Punkt-zu-Punkt,点对点,Punkt-zu-Punkt beschreibt eine Verbindung zwischen genau zwei Endpunkten.（点对点描述两个端点之间的连接。）
Pure Aloha,纯 ALOHA,Pure Aloha sendet sofort wenn ein Rahmen bereitsteht.（纯 ALOHA 在帧准备好时立即发送。）
QSB,源汇树,Ein QSB beschreibt Wege von einer Quelle zu mehreren Senken.（QSB 描述从一个源到多个汇点的路径树。）
Quantisierung,量化,Quantisierung ordnet analoge Werte einer endlichen Wertemenge zu.（量化把模拟值映射到有限的取值集合。）
Quell-MAC-Adresse,源 MAC 地址,Die Quell-MAC-Adresse steht im Ethernet-Rahmen.（源 MAC 地址位于以太网帧中。）
Quellencodierung,信源编码,Quellencodierung reduziert Redundanz vor der Übertragung.（信源编码在传输前减少冗余。）
QUIC,快速 UDP 互联网连接协议,QUIC realisiert Transportfunktionen auf Basis von UDP.（QUIC 基于 UDP 实现传输层功能。）
Quittung,确认应答,Eine Quittung bestätigt empfangene Daten gegenüber dem Sender.（确认应答向发送方确认已收到的数据。）
Rahmen,帧,Ein Rahmen ist die Übertragungseinheit der Sicherungsschicht.（帧是数据链路层的传输单位。）
RAM,随机存取存储器,RAM kann als Puffer für Pakete und Rahmen dienen.（RAM 可作为分组和帧的缓冲区。）
Rauschen,噪声,Rauschen kann Signale verfälschen und Bitfehler verursachen.（噪声可能扭曲信号并导致比特错误。）
RcvWindow,接收窗口,RcvWindow zeigt dem Sender den verfügbaren Empfangspuffer an.（接收窗口向发送方表示可用接收缓冲空间。）
Reassembly,重组,Reassembly setzt fragmentierte oder segmentierte Daten wieder zusammen.（重组把分片或分段后的数据重新拼合。）
Rechnernetz,计算机网络,Ein Rechnernetz verbindet autonome Rechner zur Informationsübertragung.（计算机网络连接自治计算机以交换信息。）
Rechnernetzwerk,计算机网络,Rechnernetzwerk wird oft synonym zu Rechnernetz verwendet.（Rechnernetzwerk 常与 Rechnernetz 同义使用。）
Referenzmodell,参考模型,Ein Referenzmodell hilft beim strukturierten Vergleich von Protokollarchitekturen.（参考模型帮助结构化比较协议体系结构。）
Registered Ports,注册端口,Registered Ports sind für bekannte Anwendungen registriert.（注册端口是为已知应用登记的端口范围。）
REST,表述性状态转移,REST beschreibt einen Architekturstil für Web-APIs.（REST 描述 Web API 的一种架构风格。）
Restfehlerrate,残余错误率,Die Restfehlerrate bleibt nach Fehlererkennung oder Korrektur übrig.（残余错误率是在错误检测或纠正后仍剩下的错误概率。）
RFC,请求评议文档,RFCs beschreiben viele technische Standards des Internets.（RFC 文档描述许多互联网技术标准。）
RIB,路由信息库,RIB ist die Abkürzung für Routing Information Base.（RIB 是 Routing Information Base 的缩写。）
RIP,路由信息协议,RIP ist ein Distance-Vector-Routing-Protokoll.（RIP 是距离向量路由协议。）
RLE,游程编码,RLE ist die Abkürzung für Run Length Encoding.（RLE 是游程编码的缩写。）
Round Trip Delay,往返时延,Round Trip Delay misst die Zeit vom Sender zum Ziel und zurück.（往返时延衡量从发送方到目标再返回的时间。）
Router,路由器,Ein Router leitet Pakete zwischen Netzen weiter.（路由器在网络之间转发分组。）
Routing,路由选择,Routing bestimmt den Pfad eines Pakets durch das Netz.（路由选择决定分组穿过网络的路径。）
Routing Information Base,路由信息库,Die Routing Information Base speichert erreichbare Ziele und nächste Hops.（路由信息库存储可达目标和下一跳信息。）
Routing-Protokoll,路由协议,Ein Routing-Protokoll tauscht Informationen zur Pfadwahl aus.（路由协议交换用于路径选择的信息。）
Routing-Tabelle,路由表,Eine Routing-Tabelle enthält Ziele und passende nächste Hops.（路由表包含目标以及对应下一跳。）
Routingverfahren,路由方法,Routingverfahren bestimmen wie Pfade berechnet und aktualisiert werden.（路由方法决定路径如何计算和更新。）
RPC,远程过程调用,RPC ruft Funktionen auf entfernten Systemen auf.（RPC 调用远程系统上的函数。）
RST,TCP 重置标志,RST kann eine TCP-Verbindung abrupt zurücksetzen.（RST 可突然重置 TCP 连接。）
RTS,请求发送,RTS fordert bei MACA die Erlaubnis zum Senden an.（RTS 在 MACA 中请求发送许可。）
RTS-Paket,请求发送分组,Ein RTS-Paket reserviert bei MACA konzeptionell das Medium.（RTS 分组在 MACA 中概念上预留介质。）
RTT,往返时间,RTT ist eine gebräuchliche englische Bezeichnung für Round Trip Time.（RTT 是往返时间的常用英文缩写。）
Run Length Encoding,游程编码,Run Length Encoding komprimiert Folgen gleicher Symbole.（游程编码压缩连续相同符号。）
SACK,选择确认,SACK kann zusätzliche empfangene Bytebereiche bestätigen.（选择确认可以确认额外已收到的字节范围。）
SAP,服务访问点,Ein SAP ist ein Zugriffspunkt auf einen Dienst einer Schicht.（服务访问点是访问某层服务的位置。）
SAP-Adresse,服务访问点地址,Eine SAP-Adresse identifiziert einen Dienstzugangspunkt.（SAP 地址标识服务访问点。）
Schicht,层,Eine Schicht kapselt bestimmte Funktionen eines Kommunikationssystems.（层封装通信系统中的某类功能。）
Schichtenarchitektur,分层体系结构,Eine Schichtenarchitektur trennt Dienste Schnittstellen und Protokolle.（分层体系结构区分服务、接口和协议。）
Schiebefensterprotokoll,滑动窗口协议,Ein Schiebefensterprotokoll erlaubt mehrere unbestätigte Segmente.（滑动窗口协议允许多个未确认报文段在途。）
Schnittstellen-Daten,接口数据,Schnittstellen-Daten werden zusammen mit Steuerdaten übergeben.（接口数据与控制数据一起在层间传递。）
Schnittstellen-Steuerdaten,接口控制数据,Schnittstellen-Steuerdaten steuern den Dienstzugriff zwischen Schichten.（接口控制数据控制层间服务访问。）
SDMA,空分多址,SDMA trennt Kommunikation räumlich über verschiedene Bereiche.（SDMA 通过空间区域区分通信。）
SDU,服务数据单元,Eine SDU ist die Nutzdateneinheit an einer Dienstschnittstelle.（SDU 是服务接口处的服务数据单元。）
Segment,报文段,Ein TCP-PDU wird als Segment bezeichnet.（TCP 的协议数据单元称为报文段。）
Segmentierung,分段,Segmentierung teilt eine große SDU in mehrere PDUs.（分段把较大的服务数据单元拆成多个协议数据单元。）
Selective Repeat,选择重传,Selective Repeat überträgt nur verlorene oder fehlerhafte Einheiten erneut.（选择重传只重传丢失或出错的数据单元。）
SEND,发送原语,SEND kann als Dienstprimitive zum Absenden von Daten dienen.（SEND 可作为发送数据的服务原语。）
Sendefenster,发送窗口,Das Sendefenster begrenzt unbestätigte gesendete Daten.（发送窗口限制已发送但尚未确认的数据量。）
Sequenzdiagramm,序列图,Ein Sequenzdiagramm zeigt Nachrichten entlang der Zeitachse.（序列图沿时间轴展示消息交互。）
Sequenznummer,序列号,Eine Sequenznummer hilft Reihenfolge Verlust und Duplikate zu erkennen.（序列号帮助识别顺序、丢失和重复。）
Server,服务器,Ein Server bietet Dienste an und wartet auf Client-Anfragen.（服务器提供服务并等待客户端请求。）
Service Access Point,服务访问点,Service Access Point ist die englische Langform von SAP.（Service Access Point 是 SAP 的英文全称。）
Service Data Unit,服务数据单元,Service Data Unit ist die englische Langform von SDU.（Service Data Unit 是 SDU 的英文全称。）
Session Layer,会话层,Session Layer ist die englische Bezeichnung der OSI-Sitzungsschicht.（Session Layer 是 OSI 会话层的英文名称。）
Sicherungsschicht,数据链路层,Die Sicherungsschicht überträgt Rahmen zwischen benachbarten Knoten.（数据链路层在相邻节点之间传输帧。）
Sichtweise,视角/观点,Je nach Sichtweise kann ein System Rechnernetz oder verteiltes System sein.（根据视角不同，一个系统可能是计算机网络或分布式系统。）
Signal,信号,Ein Signal trägt Information über ein physikalisches Medium.（信号通过物理介质承载信息。）
Signalverzögerung,信号传播时延,Signalverzögerung entsteht durch die endliche Ausbreitungsgeschwindigkeit.（信号传播时延来自有限的传播速度。）
Signalzustand,信号状态,Ein Signalzustand kann einen oder mehrere Bits repräsentieren.（一个信号状态可以表示一个或多个比特。）
Site-local,站点本地,Site-local-Adressen waren für lokale IPv6-Standorte gedacht.（站点本地地址曾用于 IPv6 本地站点范围。）
Sitzungsschicht,会话层,Die Sitzungsschicht verwaltet Sitzungen zwischen Kommunikationspartnern.（会话层管理通信伙伴之间的会话。）
Skizzieren,草画/概述,Skizzieren Sie ein Zustandsdiagramm für den Drei-Wege-Handschlag.（请画出三次握手的状态图草图。）
SLAAC,无状态地址自动配置,SLAAC ermöglicht IPv6-Hosts automatische Adresskonfiguration.（SLAAC 允许 IPv6 主机自动配置地址。）
Sliding Window,滑动窗口,Sliding Window verbessert Durchsatz gegenüber Stop-and-Wait.（滑动窗口相比停止等待能提高吞吐量。）
Slotted Aloha,时隙 ALOHA,Slotted Aloha erlaubt Übertragungen nur zu Beginn fester Zeitschlitze.（时隙 ALOHA 只允许在固定时隙开始时发送。）
Slow Start,慢启动,Slow Start erhöht CongWin zu Beginn exponentiell.（慢启动在开始阶段指数增长拥塞窗口。）
Slow-Start-Phase,慢启动阶段,In der Slow-Start-Phase wächst CongWin exponentiell.（慢启动阶段中拥塞窗口指数增长。）
SMTP,简单邮件传输协议,SMTP ist ein Anwendungsprotokoll für den Versand von E-Mail.（SMTP 是用于发送电子邮件的应用层协议。）
SNAP,子网接入协议,SNAP erscheint in OSI-nahen Beschreibungen von Netzschnittstellen.（SNAP 出现在偏 OSI 的网络接口描述中。）
SNMP,简单网络管理协议,SNMP dient zur Überwachung und Verwaltung von Netzkomponenten.（SNMP 用于监控和管理网络组件。）
Socket,套接字,Ein Socket ist eine Programmierschnittstelle für Transportdienste.（套接字是访问传输服务的编程接口。）
Socket-Paar,套接字对,Eine TCP-Verbindung wird durch ein Paar von Sockets beschrieben.（TCP 连接由一对套接字描述。）
Software-Defined,软件定义,Software-Defined Networking trennt Steuerung und Weiterleitung.（软件定义网络分离控制与转发。）
